set,attribute,score
1938,Visualiser,6
1938,Modeller,5.1
1938,Communicator,4
1938,Technologist,2.7
1938,Programmer,2.4
1938,Data Wrangler,2
1939,Programmer,5.3
1939,Modeller,4.8
1939,Technologist,3.6
1939,Data Wrangler,2.9
1939,Visualiser,2.5
1939,Communicator,2.1
1940,Technologist,4.2
1940,Programmer,3.4
1940,Visualiser,3.1
1940,Data Wrangler,2.9
1940,Communicator,2.2
1940,Modeller,2.1
1941,Technologist,5.6
1941,Data Wrangler,4.2
1941,Modeller,4
1941,Communicator,2.5
1941,Visualiser,2.4
1941,Programmer,1.8
1942,Data Wrangler,4.6
1942,Technologist,4.3
1942,Communicator,3.6
1942,Programmer,2.8
1942,Visualiser,2.6
1942,Modeller,2.3
1943,Data Wrangler,4.6
1943,Programmer,4.1
1943,Modeller,3.6
1943,Visualiser,3.4
1943,Communicator,3
1943,Technologist,2
1944,Technologist,5.2
1944,Visualiser,4.4
1944,Programmer,3.5
1944,Modeller,3.2
1944,Communicator,2.7
1944,Data Wrangler,2.4
1945,Modeller,5.2
1945,Technologist,4.8
1945,Programmer,4
1945,Data Wrangler,2.4
1945,Visualiser,2.2
1945,Communicator,1.8
1946,Visualiser,5.8
1946,Programmer,5.4
1946,Data Wrangler,4.2
1946,Modeller,3.4
1946,Technologist,3
1946,Communicator,2.4
1947,Modeller,4.6
1947,Data Wrangler,3.6
1947,Technologist,3.4
1947,Visualiser,2.5
1947,Programmer,2.3
1947,Communicator,2.1
1948,Programmer,4.9
1948,Technologist,4.4
1948,Visualiser,3.9
1948,Modeller,3.4
1948,Communicator,2.9
1948,Data Wrangler,2.5
1949,Programmer,5.5
1949,Data Wrangler,4.8
1949,Modeller,4.3
1949,Visualiser,3.8
1949,Technologist,3.2
1949,Communicator,2.4
1950,Visualiser,6.1
1950,Technologist,4.9
1950,Modeller,4.5
1950,Data Wrangler,3.6
1950,Programmer,2.7
1950,Communicator,1
1951,Communicator,5.6
1951,Visualiser,4.5
1951,Programmer,3.5
1951,Data Wrangler,2.9
1951,Technologist,2.4
1951,Modeller,2
1952,Programmer,5.9
1952,Modeller,5.3
1952,Visualiser,4.4
1952,Communicator,3.6
1952,Data Wrangler,3.1
1952,Technologist,2.2
1953,Modeller,5.2
1953,Visualiser,3.8
1953,Data Wrangler,3.1
1953,Communicator,2.5
1953,Programmer,2.2
1953,Technologist,1.9
1954,Programmer,5.5
1954,Communicator,4.4
1954,Data Wrangler,4
1954,Technologist,3.4
1954,Modeller,2.9
1954,Visualiser,2
1955,Visualiser,5.2
1955,Data Wrangler,4.7
1955,Technologist,3.6
1955,Programmer,3.1
1955,Modeller,2.7
1955,Communicator,2
1956,Technologist,5.2
1956,Data Wrangler,4.2
1956,Visualiser,3.8
1956,Programmer,2.8
1956,Communicator,2.1
1956,Modeller,2
1957,Visualiser,4.7
1957,Communicator,4.4
1957,Modeller,3.8
1957,Technologist,3.5
1957,Data Wrangler,2.1
1957,Programmer,1.7
1958,Modeller,5.6
1958,Communicator,4.8
1958,Technologist,4.2
1958,Programmer,3.6
1958,Data Wrangler,3.3
1958,Visualiser,3.1
1959,Data Wrangler,5.1
1959,Communicator,3.4
1959,Technologist,3.2
1959,Modeller,2.7
1959,Visualiser,2.6
1959,Programmer,2
1960,Data Wrangler,6.2
1960,Communicator,4.6
1960,Modeller,4
1960,Visualiser,2.8
1960,Programmer,2.5
1960,Technologist,2.3
1961,Programmer,6
1961,Technologist,4.9
1961,Communicator,4
1961,Visualiser,3.7
1961,Modeller,2.9
1961,Data Wrangler,1.8
1962,Technologist,4.7
1962,Programmer,3.5
1962,Data Wrangler,3.2
1962,Visualiser,3.1
1962,Communicator,2.4
1962,Modeller,2.1
1963,Data Wrangler,5.1
1963,Visualiser,4.5
1963,Modeller,3.8
1963,Technologist,3.5
1963,Programmer,2.7
1963,Communicator,1.5
1964,Modeller,5
1964,Communicator,4.6
1964,Visualiser,3.7
1964,Programmer,3.1
1964,Data Wrangler,2.6
1964,Technologist,2.2
1965,Modeller,4.6
1965,Technologist,4.3
1965,Communicator,3.6
1965,Visualiser,3.3
1965,Programmer,2.5
1965,Data Wrangler,2.2
1966,Communicator,5
1966,Visualiser,4.6
1966,Programmer,3.1
1966,Technologist,2.9
1966,Data Wrangler,2.5
1966,Modeller,2.3
1967,Technologist,5.4
1967,Data Wrangler,4.8
1967,Visualiser,4.5
1967,Communicator,3.9
1967,Modeller,3.5
1967,Programmer,2.7
1968,Programmer,3.7
1968,Data Wrangler,3.4
1968,Visualiser,3.2
1968,Communicator,2.2
1968,Modeller,1.6
1968,Technologist,1.5
1969,Programmer,6.2
1969,Modeller,4.9
1969,Data Wrangler,4.6
1969,Communicator,3.2
1969,Technologist,3
1969,Visualiser,2
1970,Visualiser,5.6
1970,Modeller,4
1970,Technologist,3.5
1970,Communicator,3.2
1970,Data Wrangler,3
1970,Programmer,2.7
1971,Data Wrangler,6.4
1971,Communicator,5.1
1971,Technologist,4.4
1971,Programmer,3.6
1971,Modeller,3.2
1971,Visualiser,2.3
1972,Data Wrangler,5.3
1972,Communicator,4.9
1972,Programmer,4
1972,Visualiser,3.3
1972,Modeller,3
1972,Technologist,1.7
1973,Technologist,4.7
1973,Modeller,4.2
1973,Visualiser,3.9
1973,Programmer,3.6
1973,Data Wrangler,2.9
1973,Communicator,2.5
1974,Modeller,5.6
1974,Visualiser,4
1974,Data Wrangler,3.7
1974,Communicator,3.1
1974,Programmer,2.8
1974,Technologist,2.5
1975,Data Wrangler,4.5
1975,Communicator,3.8
1975,Visualiser,3.4
1975,Technologist,3.1
1975,Programmer,2.6
1975,Modeller,1.5
1976,Modeller,5
1976,Data Wrangler,4.7
1976,Visualiser,3.4
1976,Communicator,3.1
1976,Technologist,2.9
1976,Programmer,2
1977,Programmer,5.1
1977,Data Wrangler,4.6
1977,Visualiser,4
1977,Communicator,3.1
1977,Modeller,2.7
1977,Technologist,2.5
1978,Programmer,4.9
1978,Visualiser,3.8
1978,Modeller,3.2
1978,Technologist,2.9
1978,Communicator,2.4
1978,Data Wrangler,2
1979,Data Wrangler,5.7
1979,Modeller,4.9
1979,Visualiser,4.5
1979,Programmer,4.1
1979,Technologist,3.5
1979,Communicator,2.8
1980,Data Wrangler,5.1
1980,Communicator,3.8
1980,Technologist,3.5
1980,Programmer,3.1
1980,Visualiser,3
1980,Modeller,1.4
1981,Programmer,5.3
1981,Technologist,4.5
1981,Visualiser,3.8
1981,Modeller,3.4
1981,Data Wrangler,3
1981,Communicator,2.4
1982,Communicator,5.2
1982,Modeller,4.2
1982,Programmer,3.6
1982,Technologist,3.4
1982,Data Wrangler,3.1
1982,Visualiser,2.8
1983,Communicator,3.6
1983,Programmer,3.2
1983,Data Wrangler,2.9
1983,Modeller,2.2
1983,Technologist,2.1
1983,Visualiser,1.7
1984,Programmer,4.7
1984,Technologist,4.4
1984,Data Wrangler,3.7
1984,Modeller,3.4
1984,Visualiser,3.2
1984,Communicator,2.3
1985,Communicator,6.4
1985,Data Wrangler,4.8
1985,Technologist,4.6
1985,Modeller,3.9
1985,Programmer,2.7
1985,Visualiser,1.6
1986,Communicator,5.4
1986,Programmer,4.8
1986,Modeller,4.1
1986,Visualiser,3.4
1986,Data Wrangler,2.9
1986,Technologist,2.3
1987,Modeller,5.6
1987,Visualiser,4.6
1987,Technologist,4
1987,Programmer,3.3
1987,Communicator,2.6
1987,Data Wrangler,1.2
1988,Communicator,6
1988,Technologist,3.8
1988,Data Wrangler,3.4
1988,Modeller,2.7
1988,Programmer,2.1
1988,Visualiser,1.2
1989,Modeller,6
1989,Programmer,3.7
1989,Communicator,3.2
1989,Data Wrangler,2.8
1989,Technologist,2.5
1989,Visualiser,1.4
1990,Data Wrangler,5.4
1990,Communicator,4.9
1990,Technologist,4.1
1990,Visualiser,3.7
1990,Modeller,3.4
1990,Programmer,3
1991,Technologist,5.3
1991,Communicator,4.2
1991,Programmer,3.9
1991,Modeller,3.2
1991,Data Wrangler,2.8
1991,Visualiser,1.8
1992,Data Wrangler,5.1
1992,Modeller,3.2
1992,Communicator,2.9
1992,Programmer,2.5
1992,Visualiser,2.3
1992,Technologist,2
1993,Modeller,4.8
1993,Programmer,4.3
1993,Data Wrangler,3.3
1993,Visualiser,3.1
1993,Technologist,1.9
1993,Communicator,1.5
1994,Communicator,5.2
1994,Modeller,4.9
1994,Data Wrangler,3.4
1994,Programmer,2.6
1994,Visualiser,2.5
1994,Technologist,2
1995,Visualiser,4.4
1995,Programmer,3.6
1995,Modeller,3.1
1995,Technologist,2.7
1995,Data Wrangler,2.5
1995,Communicator,2
1996,Visualiser,4.9
1996,Programmer,4.4
1996,Modeller,4
1996,Technologist,3.5
1996,Data Wrangler,2.6
1996,Communicator,1.8
1997,Visualiser,6
1997,Modeller,5.1
1997,Data Wrangler,4.2
1997,Programmer,3.7
1997,Technologist,2.7
1997,Communicator,2.1
1998,Technologist,4.5
1998,Communicator,3.4
1998,Visualiser,2.3
1998,Modeller,1.9
1998,Programmer,1.8
1998,Data Wrangler,1.4
1999,Technologist,4.8
1999,Communicator,4.2
1999,Programmer,3.9
1999,Data Wrangler,3.6
1999,Modeller,3.2
1999,Visualiser,2.5
2000,Technologist,5.6
2000,Visualiser,5
2000,Communicator,4.3
2000,Modeller,3.6
2000,Data Wrangler,2.7
2000,Programmer,2.1
2001,Data Wrangler,6.3
2001,Visualiser,3.7
2001,Programmer,3.4
2001,Technologist,2.9
2001,Communicator,2.2
2001,Modeller,2.1
2002,Data Wrangler,5.6
2002,Visualiser,4.1
2002,Modeller,3.8
2002,Programmer,2.2
2002,Technologist,1.8
2002,Communicator,1.2
2003,Programmer,4.4
2003,Visualiser,3.9
2003,Data Wrangler,3.5
2003,Modeller,3.1
2003,Technologist,2.5
2003,Communicator,2.3
2004,Data Wrangler,5.2
2004,Visualiser,4.8
2004,Communicator,4
2004,Programmer,3.3
2004,Modeller,2.9
2004,Technologist,2.6
2005,Technologist,4.7
2005,Visualiser,4.3
2005,Modeller,3.4
2005,Data Wrangler,2.5
2005,Communicator,1.6
2005,Programmer,1.2
2006,Modeller,5
2006,Programmer,4.8
2006,Data Wrangler,4
2006,Visualiser,3.4
2006,Technologist,2.9
2006,Communicator,2
2007,Visualiser,5.5
2007,Data Wrangler,4.8
2007,Programmer,4.4
2007,Technologist,3.9
2007,Modeller,3.5
2007,Communicator,2.3
2008,Data Wrangler,4.5
2008,Programmer,4.3
2008,Technologist,3.4
2008,Communicator,3.1
2008,Modeller,2.9
2008,Visualiser,2.5
2009,Technologist,6.2
2009,Visualiser,4.9
2009,Data Wrangler,4.6
2009,Programmer,3.7
2009,Modeller,2.9
2009,Communicator,1.4
2010,Communicator,6
2010,Data Wrangler,4.8
2010,Technologist,4.3
2010,Modeller,3.4
2010,Visualiser,3.2
2010,Programmer,2.7
2011,Technologist,4.4
2011,Programmer,4
2011,Visualiser,3.5
2011,Modeller,2.9
2011,Data Wrangler,2.6
2011,Communicator,2.4
2012,Communicator,6
2012,Visualiser,4.7
2012,Modeller,4
2012,Programmer,3.2
2012,Technologist,2.9
2012,Data Wrangler,1.8
2013,Programmer,5.4
2013,Modeller,4.6
2013,Visualiser,4.1
2013,Technologist,3.5
2013,Communicator,3.2
2013,Data Wrangler,2.8
2014,Visualiser,4.8
2014,Communicator,4.4
2014,Data Wrangler,3.9
2014,Programmer,3.2
2014,Technologist,2.2
2014,Modeller,1.5
2015,Communicator,5.4
2015,Programmer,5.1
2015,Modeller,3.4
2015,Technologist,3.2
2015,Data Wrangler,3
2015,Visualiser,2.5
2016,Modeller,4.8
2016,Visualiser,4.5
2016,Technologist,4
2016,Communicator,3.1
2016,Data Wrangler,2.9
2016,Programmer,2.3
2017,Modeller,6.2
2017,Technologist,5.6
2017,Communicator,4.3
2017,Data Wrangler,4
2017,Visualiser,3.2
2017,Programmer,2.8
2018,Data Wrangler,5.3
2018,Communicator,4.6
2018,Programmer,3.8
2018,Visualiser,3.3
2018,Technologist,2.6
2018,Modeller,1.5
2019,Visualiser,5.6
2019,Technologist,4.6
2019,Communicator,2.7
2019,Programmer,2.4
2019,Modeller,2.1
2019,Data Wrangler,1.3
2020,Modeller,6
2020,Communicator,4.8
2020,Visualiser,3.5
2020,Data Wrangler,2.6
2020,Programmer,2.4
2020,Technologist,2.2
2021,Data Wrangler,4.8
2021,Programmer,4.6
2021,Modeller,3.6
2021,Communicator,2.9
2021,Visualiser,2.4
2021,Technologist,1.7
2022,Visualiser,5.9
2022,Modeller,4.9
2022,Data Wrangler,4
2022,Programmer,3.7
2022,Technologist,3.2
2022,Communicator,2.4
2023,Data Wrangler,4
2023,Modeller,3.2
2023,Technologist,3.1
2023,Visualiser,2.9
2023,Programmer,2.6
2023,Communicator,2.3
2024,Visualiser,5.1
2024,Modeller,4.6
2024,Data Wrangler,4
2024,Communicator,3.2
2024,Programmer,3
2024,Technologist,2
2025,Programmer,5.2
2025,Visualiser,4.8
2025,Communicator,4.1
2025,Technologist,3.2
2025,Modeller,2.9
2025,Data Wrangler,1.7
2026,Technologist,6.5
2026,Data Wrangler,3.8
2026,Programmer,3.3
2026,Communicator,2.7
2026,Visualiser,2.2
2026,Modeller,1.8
2027,Technologist,5.8
2027,Visualiser,4.1
2027,Communicator,3.6
2027,Data Wrangler,3.1
2027,Modeller,2.4
2027,Programmer,1.3
2028,Data Wrangler,5.1
2028,Technologist,4.4
2028,Programmer,3.3
2028,Modeller,3.1
2028,Visualiser,2.6
2028,Communicator,2.3
2029,Technologist,5.6
2029,Modeller,4.6
2029,Communicator,4
2029,Visualiser,2.9
2029,Data Wrangler,1.4
2029,Programmer,1.3
2030,Data Wrangler,5.8
2030,Visualiser,4.7
2030,Modeller,4.3
2030,Communicator,3.6
2030,Programmer,3
2030,Technologist,2.8
2031,Visualiser,4.8
2031,Technologist,4.5
2031,Modeller,4.1
2031,Programmer,3.9
2031,Communicator,3.5
2031,Data Wrangler,2.5
2032,Modeller,5.6
2032,Visualiser,5.1
2032,Communicator,4.3
2032,Programmer,4.1
2032,Technologist,3.6
2032,Data Wrangler,1.8
2033,Visualiser,5.8
2033,Modeller,4.2
2033,Technologist,3.7
2033,Communicator,3.1
2033,Data Wrangler,2.6
2033,Programmer,1.7
2034,Technologist,5.1
2034,Data Wrangler,4.4
2034,Modeller,4.1
2034,Visualiser,3.7
2034,Programmer,3.4
2034,Communicator,1.8
2035,Modeller,6.2
2035,Communicator,5.3
2035,Data Wrangler,4.7
2035,Technologist,4.1
2035,Visualiser,3.4
2035,Programmer,3.1
2036,Programmer,6.2
2036,Visualiser,4.1
2036,Communicator,3.6
2036,Data Wrangler,3.3
2036,Technologist,3.1
2036,Modeller,1.7
2037,Data Wrangler,5.3
2037,Modeller,4.6
2037,Visualiser,4.3
2037,Technologist,2.6
2037,Communicator,1.8
2037,Programmer,1.2
2038,Programmer,5.3
2038,Technologist,4.8
2038,Communicator,4.3
2038,Data Wrangler,3.8
2038,Modeller,2.9
2038,Visualiser,2.4
2039,Communicator,4.4
2039,Modeller,3.8
2039,Visualiser,3.2
2039,Technologist,2.3
2039,Programmer,1.6
2039,Data Wrangler,1.4
2040,Programmer,6.1
2040,Modeller,5.3
2040,Data Wrangler,4
2040,Technologist,3.3
2040,Visualiser,2.7
2040,Communicator,2.3
2041,Programmer,4.5
2041,Communicator,3.8
2041,Data Wrangler,3.5
2041,Technologist,3
2041,Visualiser,2.6
2041,Modeller,2.3
2042,Technologist,6.4
2042,Data Wrangler,5.3
2042,Modeller,4
2042,Communicator,3.2
2042,Programmer,2.8
2042,Visualiser,2.5
2043,Data Wrangler,5.6
2043,Visualiser,4.6
2043,Communicator,4.1
2043,Modeller,3.6
2043,Technologist,2.9
2043,Programmer,2.5
2044,Visualiser,4.9
2044,Technologist,4.4
2044,Data Wrangler,3.7
2044,Communicator,3.1
2044,Programmer,2.4
2044,Modeller,0.9
2045,Communicator,5.4
2045,Technologist,4.6
2045,Programmer,4
2045,Data Wrangler,3.7
2045,Modeller,3.4
2045,Visualiser,1.2
2046,Technologist,4.8
2046,Communicator,4
2046,Visualiser,3.8
2046,Programmer,3.2
2046,Modeller,2.9
2046,Data Wrangler,2.5
2047,Visualiser,4.3
2047,Modeller,4
2047,Communicator,3.6
2047,Programmer,3.3
2047,Technologist,3.1
2047,Data Wrangler,2.2
2048,Visualiser,3.7
2048,Communicator,3.4
2048,Programmer,3
2048,Data Wrangler,2.5
2048,Technologist,2.4
2048,Modeller,2.1
2049,Technologist,5.8
2049,Programmer,4.6
2049,Data Wrangler,3.7
2049,Visualiser,3.1
2049,Communicator,2.2
2049,Modeller,2
2050,Data Wrangler,4.4
2050,Programmer,4.1
2050,Visualiser,3.5
2050,Technologist,3.1
2050,Modeller,2.7
2050,Communicator,2.4
2051,Communicator,5.6
2051,Programmer,3.7
2051,Technologist,3.2
2051,Data Wrangler,3
2051,Modeller,2.7
2051,Visualiser,2.3
2052,Programmer,4.7
2052,Communicator,4.4
2052,Modeller,3.2
2052,Visualiser,3
2052,Technologist,2.6
2052,Data Wrangler,2.4
2053,Data Wrangler,5.9
2053,Visualiser,5.4
2053,Modeller,4.7
2053,Technologist,2.9
2053,Programmer,2.6
2053,Communicator,2
2054,Programmer,5.4
2054,Modeller,4.8
2054,Visualiser,4
2054,Technologist,3.4
2054,Data Wrangler,2.9
2054,Communicator,2.5
2055,Programmer,5.4
2055,Modeller,4.9
2055,Data Wrangler,3.9
2055,Technologist,3.5
2055,Communicator,2.9
2055,Visualiser,1.8
2056,Data Wrangler,5.5
2056,Communicator,4.9
2056,Programmer,4.4
2056,Modeller,4.1
2056,Technologist,3.8
2056,Visualiser,2.5
2057,Communicator,4
2057,Visualiser,3.7
2057,Modeller,3.4
2057,Technologist,2.2
2057,Programmer,1.9
2057,Data Wrangler,1
2058,Modeller,5.6
2058,Communicator,4.6
2058,Visualiser,4.1
2058,Programmer,3.3
2058,Data Wrangler,2.2
2058,Technologist,1.8
2059,Data Wrangler,4.8
2059,Modeller,4.6
2059,Visualiser,4
2059,Programmer,3.6
2059,Technologist,3.4
2059,Communicator,3
2060,Data Wrangler,5.4
2060,Technologist,3.8
2060,Programmer,3.1
2060,Visualiser,2.7
2060,Communicator,2.4
2060,Modeller,2.1
2061,Programmer,4.9
2061,Technologist,4.7
2061,Communicator,4.1
2061,Modeller,3.7
2061,Data Wrangler,3
2061,Visualiser,2.5
2062,Data Wrangler,4.7
2062,Programmer,4.2
2062,Communicator,3.8
2062,Modeller,3.6
2062,Technologist,2.6
2062,Visualiser,1.3
2063,Modeller,6.6
2063,Technologist,5.1
2063,Programmer,3.7
2063,Visualiser,3.2
2063,Data Wrangler,2.6
2063,Communicator,2.4
2064,Modeller,5.2
2064,Visualiser,4.6
2064,Programmer,3.7
2064,Communicator,3.2
2064,Data Wrangler,2.7
2064,Technologist,2.3
2065,Data Wrangler,5
2065,Technologist,4.4
2065,Communicator,3.4
2065,Visualiser,3.1
2065,Modeller,2.4
2065,Programmer,1.9
2066,Modeller,5
2066,Communicator,4.6
2066,Technologist,3.6
2066,Data Wrangler,2.9
2066,Visualiser,2.3
2066,Programmer,2.1
2067,Programmer,6
2067,Modeller,4.8
2067,Visualiser,4.4
2067,Data Wrangler,3.6
2067,Technologist,3
2067,Communicator,2.3
2068,Data Wrangler,4.4
2068,Modeller,4.2
2068,Visualiser,3.9
2068,Communicator,3.6
2068,Technologist,3.2
2068,Programmer,2.7
2069,Visualiser,5.2
2069,Technologist,4.7
2069,Communicator,4.1
2069,Programmer,3.7
2069,Modeller,2.7
2069,Data Wrangler,0.9
2070,Data Wrangler,4.8
2070,Visualiser,4.4
2070,Programmer,3.8
2070,Technologist,2.9
2070,Communicator,2.4
2070,Modeller,2.3
2071,Modeller,5.6
2071,Technologist,4
2071,Data Wrangler,3.7
2071,Programmer,2.8
2071,Visualiser,1.9
2071,Communicator,1.7
2072,Modeller,4.8
2072,Communicator,4.2
2072,Data Wrangler,3.5
2072,Visualiser,3.2
2072,Technologist,2.6
2072,Programmer,2
2073,Programmer,5.8
2073,Modeller,4.6
2073,Visualiser,4.3
2073,Technologist,3.9
2073,Data Wrangler,3.4
2073,Communicator,2.4
2074,Technologist,5.3
2074,Programmer,4.7
2074,Modeller,3.4
2074,Data Wrangler,2.8
2074,Communicator,2.1
2074,Visualiser,1.7
2075,Programmer,6.1
2075,Data Wrangler,4.6
2075,Modeller,4
2075,Visualiser,3.3
2075,Technologist,2.2
2075,Communicator,1.7
2076,Programmer,4.9
2076,Data Wrangler,4.4
2076,Communicator,4
2076,Modeller,3.2
2076,Technologist,2.8
2076,Visualiser,2
2077,Communicator,4.8
2077,Modeller,4.2
2077,Visualiser,3.6
2077,Data Wrangler,3.3
2077,Technologist,1.8
2077,Programmer,1.7
2078,Data Wrangler,5.1
2078,Modeller,4.8
2078,Technologist,4.4
2078,Visualiser,3.9
2078,Programmer,3.6
2078,Communicator,2
2079,Visualiser,4.7
2079,Technologist,3.9
2079,Communicator,3.6
2079,Modeller,2.9
2079,Data Wrangler,1.9
2079,Programmer,1.7
2080,Programmer,5.1
2080,Modeller,4.4
2080,Visualiser,4
2080,Communicator,3.4
2080,Technologist,2.2
2080,Data Wrangler,1.7
2081,Technologist,5.3
2081,Communicator,4.6
2081,Data Wrangler,4
2081,Programmer,3.6
2081,Visualiser,3.2
2081,Modeller,1.8
2082,Modeller,5.2
2082,Technologist,4.2
2082,Data Wrangler,3.1
2082,Programmer,2.6
2082,Visualiser,2.2
2082,Communicator,1.7
2083,Visualiser,6.2
2083,Data Wrangler,4.9
2083,Programmer,4.2
2083,Technologist,3.8
2083,Modeller,3.5
2083,Communicator,2.5
2084,Visualiser,5.6
2084,Communicator,4
2084,Technologist,3.7
2084,Programmer,3.4
2084,Data Wrangler,2.6
2084,Modeller,2.4
2085,Programmer,6
2085,Visualiser,5.4
2085,Modeller,5
2085,Technologist,4.2
2085,Communicator,3.5
2085,Data Wrangler,2.3
2086,Programmer,5.2
2086,Communicator,4.8
2086,Visualiser,4.1
2086,Technologist,3.6
2086,Modeller,3.2
2086,Data Wrangler,2.8
2087,Technologist,5.7
2087,Communicator,4.4
2087,Modeller,4.1
2087,Visualiser,3.6
2087,Programmer,3.3
2087,Data Wrangler,2.9
2088,Modeller,5.4
2088,Visualiser,4.8
2088,Programmer,4.3
2088,Technologist,4
2088,Communicator,3
2088,Data Wrangler,1.8
2089,Data Wrangler,5.5
2089,Programmer,5
2089,Visualiser,4.2
2089,Communicator,3.4
2089,Technologist,3.2
2089,Modeller,1.5
2090,Communicator,6.2
2090,Programmer,4.5
2090,Data Wrangler,3.9
2090,Modeller,3.2
2090,Technologist,2.9
2090,Visualiser,2
2091,Technologist,5.6
2091,Communicator,4.8
2091,Visualiser,4.4
2091,Data Wrangler,4
2091,Modeller,3.7
2091,Programmer,2.2
2092,Data Wrangler,5.3
2092,Communicator,4.9
2092,Technologist,4.4
2092,Visualiser,4.1
2092,Modeller,3
2092,Programmer,1.8
2093,Visualiser,4.6
2093,Programmer,4.1
2093,Modeller,3.6
2093,Data Wrangler,2.6
2093,Technologist,2.5
2093,Communicator,1.5
2094,Data Wrangler,4.2
2094,Communicator,3.8
2094,Modeller,3.6
2094,Visualiser,3.3
2094,Programmer,2.9
2094,Technologist,1.7
2095,Visualiser,5.4
2095,Communicator,4.8
2095,Technologist,4.2
2095,Modeller,3.7
2095,Programmer,3.4
2095,Data Wrangler,2.1
2096,Modeller,5.2
2096,Data Wrangler,4.7
2096,Technologist,4
2096,Communicator,2.9
2096,Visualiser,2.2
2096,Programmer,1.1
2097,Visualiser,6.2
2097,Technologist,4.8
2097,Modeller,4.3
2097,Programmer,3.8
2097,Data Wrangler,3.4
2097,Communicator,2.7
2098,Modeller,5.2
2098,Data Wrangler,4.5
2098,Visualiser,4.1
2098,Technologist,3.5
2098,Communicator,3
2098,Programmer,2
2099,Modeller,5.8
2099,Visualiser,5.1
2099,Data Wrangler,4.8
2099,Technologist,4.2
2099,Communicator,3.5
2099,Programmer,3
2100,Communicator,3.2
2100,Data Wrangler,2.9
2100,Modeller,2.7
2100,Technologist,2.4
2100,Programmer,1.8
2100,Visualiser,1.7
2101,Modeller,6
2101,Programmer,4.6
2101,Visualiser,3.5
2101,Data Wrangler,2.9
2101,Communicator,2.4
2101,Technologist,2.1
2102,Data Wrangler,5
2102,Programmer,4.8
2102,Technologist,4.5
2102,Visualiser,3
2102,Communicator,2.7
2102,Modeller,1.8
2103,Technologist,5.8
2103,Communicator,4.9
2103,Modeller,4.5
2103,Visualiser,3.4
2103,Data Wrangler,3
2103,Programmer,2.1
2104,Programmer,5.4
2104,Communicator,4
2104,Modeller,3.1
2104,Visualiser,2.4
2104,Technologist,2.2
2104,Data Wrangler,1.4
2105,Communicator,6.4
2105,Visualiser,5.6
2105,Programmer,5.1
2105,Data Wrangler,3.7
2105,Technologist,3
2105,Modeller,2.3
2106,Programmer,5.6
2106,Data Wrangler,4.4
2106,Communicator,3.6
2106,Modeller,3.4
2106,Visualiser,3.2
2106,Technologist,2.8
2107,Data Wrangler,5.5
2107,Technologist,4.8
2107,Communicator,3.8
2107,Visualiser,3.1
2107,Modeller,2.4
2107,Programmer,1.4
2108,Programmer,5.4
2108,Technologist,4.7
2108,Data Wrangler,3.3
2108,Communicator,2.4
2108,Modeller,2.2
2108,Visualiser,2.1
2109,Technologist,5.8
2109,Data Wrangler,4.5
2109,Programmer,3.3
2109,Modeller,2.9
2109,Visualiser,2.6
2109,Communicator,2.1
2110,Programmer,6.2
2110,Data Wrangler,3.5
2110,Technologist,3.1
2110,Communicator,2.7
2110,Modeller,2.4
2110,Visualiser,1.1
2111,Programmer,5.4
2111,Technologist,4.9
2111,Communicator,3.8
2111,Data Wrangler,3.5
2111,Visualiser,3.3
2111,Modeller,2.7
2112,Visualiser,5.2
2112,Technologist,4.7
2112,Data Wrangler,4.2
2112,Programmer,3.7
2112,Modeller,3
2112,Communicator,2.5
2113,Modeller,5.6
2113,Visualiser,4.3
2113,Communicator,3.1
2113,Programmer,2.9
2113,Technologist,2.7
2113,Data Wrangler,2.5
2114,Technologist,4.7
2114,Communicator,4.2
2114,Modeller,3.8
